,0,1
1567802,1,@TradeiLLa thaaanx! 
1310019,1,@girlbymanynames  Meow meow!?!? 
502554,-1,@wymesei experiencing some kind of delay here too. 
1219956,1,going to get ready and enjoy this beautiful weather whilst it lasts 
1313877,1,@mitchelmusso I'm IN LOVE with &quot;Walk Away&quot; right now - it's so...   I adore that song 
351493,-1,@katebornstein meanwhile docs charge if *you* cancel your appt on short notice 
1333786,1,@Alice__Gray glad to hear it   my turn to be stressed.
300829,-1,@KirksTweeting Awww! I can't DM you anymore... 
1289442,1,"@TomVMorris oddly, the cat is telling *me* I should go back to bed. "
1380432,1,Yay! work was great 
94367,-1,@aqualimeade I have a can of tomato sauce. Idk if it helps 
397364,-1,@cartoono not in Somerset there wasn't.. rain 
9788,-1,@bennehton @Sweet_Pau @tynie626 @NoOrdinaryGurl  OH I AM JEALOUS!  why only tynie and noordinary .. PAU you and me are left behind 
661767,-1,131 I wuz pissed  i worked a week in a row and it wuznt on my check cuz the cut off wuz jne 7
1392323,1,@trent_reznor oh - any chance you could get Richard D James to fly in for tonight to help out on a version of At The Heart Of It All? 
657542,-1,Hate missing trivia night tonight 
527581,-1,getting ready to take a nap 3rd shift messes me up 
67644,-1,@Missconstrued I know 
1396299,1,@DebCE - LOL!  That could indeed be a sign of twitter addiction!  There's probably a 12 step program for that too.  
1084102,1,"@flowersbyfarha Well, there's that, too.  In my case, whatever I'm looking for usually ends up under a box in a closet or in the catbox."
1503567,1,"Now that I've read all the tweets, tony awards just came on the air here on west coast. "
1415048,1,@TheLadyLa mmmmmmmm you havn't changed a bit. 
480201,-1,@s_t_e_f_f_i sry. no time today. 
392843,-1,@jenisfearless  hahaha go on msn and talk to meee godd ! havent talkin or seen ya in like foreverr ! 
1112286,1,"beautiful, sunny day. Going to the mall to get my outfit for graduation "
553097,-1,Finished english. Only got monologue left to do. 
1262665,1,"@monicarooney Not a lot of worries , just like to track stuff, come with the field i am in "
214802,-1,@SECURITYJ have asked @mileycyrus many questions hoping for reply for my daughter- don't think she replies v often 
467231,-1,@Stellar_MC awww you're leaving already??   Have an amazing trip babe! Mwah xxx
482204,-1,@ktsummer @yikes77 - thanks so much guys - we are devastated (as only other BH would fully imagine)  
1453226,1,@erinpepper Girl you know i-i-i-i!!! 
1121811,1,@SaucyChp wow. how smooth are your legs? 
453458,-1,Just checked the weather... It's suposed to rain all week! 
1257498,1,@happylovesChuck still it looks like you'll have quite a treat for your Chuck breakfast. I need to learn how to do those 
1257090,1,aww...@shinesfresh..we luv u! 
1095764,1,"Tonight at Viviiiii . &amp; tomorrow , cinemaaa. Great "
1595848,1,just graduated frm high school!  happyyyyyyy!!
1491797,1,@mercydrummer http://twitpic.com/6umyy - cant wait to hear the new music!!!! 
947932,1,@perezhilton  Hi! How did u get to be where you are! It's amazing how far you've gone in your field!! Advice?
713160,-1,@mcflyharry bummer 
478542,-1,Dmahrune You know...you never wished me a happy birthday.   Sniff sniff.
28201,-1,Confirmed by BBC - RIP Ballard  http://news.bbc.co.uk/2/hi/entertainment/8007331.stm - Jay
1120858,1,@ValHarris I think reference is to regularly-shaped crackers Cath folks eat at communion which r supposed to represent flesh of Christ 
357700,-1,"If you finish a book and need a shower to remove the icky feeling, it may be time to quit the series "
213247,-1,why?????............... 
25667,-1,@heygerardo CLIFF CAFE. come pick me up 
467768,-1,Whatever happened to my fishy   wahh its nearly been a year since I last seen him.
1485618,1,"@apiphile  I'm actually in the process of learning 'coin operated boy'   and I had a crack at 'Holland, 1945' (too fast)."
1251146,1,"Been at a concert handing out brochures with @MargreteH  fun! New Moon trailer finally, but no wolf howl?? Taylor Lautner was hot though!"
2642,-1,@duskyazure least U got 2 lie in - I 've bn up way 2 long!! Mrs woke up at 6am this morning &amp; dragd me out of slumberlnd @ the same time 
925847,1,@carolynundead CHEESE  theres a retarded baby downstairs
281330,-1,It was soo HOT! today at school 
174196,-1,@djmo27 Don't count on it 
286957,-1,June's gonna effing suck 
1224880,1,going to mount mary. be back on thursday 
736119,-1,"Feeling very unhappy today, don't ask why "
1436108,1,@TheRealJennifer U welcome Jennifer! you are way Awesome! 
948620,1,@stinky420 don't be jealous lol.....just kiddin 
931385,1,"@Stodders @Contemptistotal @HenryNorth @littleeris  from letting them fall out, string and door, hypnosis to goin dentist ... hmm choices "
1593314,1,DAY#3 was GREAT! Now moving onto Day#4 a.k.a. last day 
644776,-1,annoyed with Myspace grrrrrr 
780081,-1,"@anysinta : anya,hmm~i think that hyukkie is the most kind  haha~he reply my message and the others not "
1596826,1,@BBCasper Why thank you. I just speak my mind 
1484825,1,Missing my girl who's at her dad's. Brings back memories- can't remember the last time! AND I've finished painting her bedroom too 
1547720,1,@kidnoble anytime lls 
751472,-1,RIP Kodachrome - Mama took you away 
1448251,1,"@cjmordeno Classes in my school will start on the 15th, same as @tommymords and @marianmordeno. "
74905,-1,going to school soon. UGH!!! 
800836,1,come back 
998735,1,"@linsodeep hahaha yea =S, that txt even had your name in it. thanks "
673065,-1,I need a nice boyfriend. 
669261,-1,My feet are soooo cold right now 
1031069,1,@psychomuffin sooo great 
772818,-1,@jcbortolini Awww.    I really hate to say it but maybe #hjntity which would make him beyond foolish imo but u seem to complain about him.
463845,-1,It's one of those days 
1316909,1,"@Enamoredsoul no no, i said the opposite...i said that even when an action seems ugly, the outcome can (eventually) be beautiful "
1135683,1,Haha i voted for @dougiemcfly and he jumped in front of @dannymcfly straight away by one point 
426991,-1,@miamiamiaa no wayy! My battery diedd  was it good then? ;)
1132215,1,"@DisciplineCC ahhh.hm.  well, any chance then of group sex with band? "
98156,-1,"rats, no training rides all week because of the rain. first bit of sunshine &amp; the mrs comes home early to make sure i go to the dentist "
450815,-1,"@grammar_panda dude, just be happy i am DOING LAUNDRY AT ALL. "
205880,-1,@ward3n &quot;...you will need to be a paying subscriber in order to access Spotify on mobile&quot; 
653902,-1,"Damn it @pandora_radio, what happened to 6 skips/station/hour. Just gonna end up using slacker or imeem more now I guess "
840596,1,I came back last night! 
275418,-1,@dancedivam ugh. me too.   I'm sorry.
597499,-1,@twofourteen Mine too. Where are Jared and Jensen when you need them? 
395759,-1,"@semesterabroad love the new myspace look! i wish i could go on friday, but i work till 5. "
1446174,1,"@AshleyOlsen7 I never saw it before Ashley - is it worth renting?  Since Amanda Bynes is in it, it is probably worth it! "
228646,-1,Sleep? Where are you? You should have taken me over by now... C'mon sleep! 
801641,1,"By the way, I almost forgot! There's an article about twitter in a maltese magazine "
147398,-1,"is uploading photos onto facebook from her last day of school!! Such a good day , but kinda sad "
153650,-1,"Day56PM: Helped a cute grrl w/ 15mm axle nuts, a stuck chain &amp; a  @ UW. Stuck for ~ 20 min. Me + 5 min + Trixie tool = problem fixed."
26803,-1,O...M....G....he killed himself *cries* I am sooo late....with my House episodes 
1409388,1,@DemetriCollins that's good. 
938129,1,and how we love logoes  @DRP7
679074,-1,i cant sleep 
267433,-1,Just woke up  Day wasnt night and night wasnt day. Now its back to being the old way.
699373,-1,absolutely exhausted 
66725,-1,@luke_irvin I hear ya ... 
55658,-1,"MP3 Cutter: Hello,   I am looking for linux an MP3 cutter. I found this but it is for windows  http://home.hcc.. http://twurl.nl/bg6382"
419868,-1,thanks to @deeshore i'm checking out yelp for red velvet cake in my area. some fucktard called my neighborhood &quot;ghetto-ass&quot;  just so wrong
1259442,1,I heart #dmb and fuse tv! 
446098,-1,You did good @ninjamonkeys09 ^^... Sorry I was kind of depressing to be around after I played..  ... But I'm okay now 
1283670,1,Sitting in office and fixing software bugs 
1086841,1,thanks everyone for the birthday wishes (and dinner and song[s]) -- you're the best! 
106175,-1,@pixeljanni why don't you play maple anymore. 
933548,1,going brooklyn this summer  cant waittt.
714024,-1,"At workk, i told colleen i would take her in narnia but she declined "
245397,-1,assignments finish totally!  still study for exam though 
995527,1,@PenDraggon did you get something funky on them from your freezer already? 
175106,-1,I wish my roommates were coming home soon  maybe i should take a nap to waste time
1032409,1,Sweet dreams Sunshine 
1466344,1,@therealnihal I haven't heard that periodic table thing for aggges - great memories of A Level Chemisty 
984533,1,Mayor Que Yo ... Damn... Thats A OLDDD Song.... But GOOOD 
866104,1,@Zeruda86 Today's picnic day for us too 
733279,-1,argueing aint getting us anywhere! 
223958,-1,@moosh_boint oh ok. awww nicole i wish there was something i could do to help you. 
157823,-1,"@krystlewallis, i was just listening to teagen and sara, and it reminded me of you. Is it teagan? Who knows? I miss california. "
20091,-1,Thinks the prom was a blast but is haunted with the memories with Sarah back when. 
762114,-1,"@OGILVY &quot;We're sorry, your device is not supported&quot; iPhone "
1531860,1,"Watching Matlock. Its 10 am....on CW and WGN, I flip back and forth.  "
527937,-1,@duanestorey Ha! Happens to me daily Duane! Crappy thing is there's really no light at the end of the tunnel for now... 
1580703,1,Going out with @ankuolen &amp; maybe later to some shops ;) byebye 
1035639,1,@Kranktus Well thats always good!  
1247669,1,Chicago here i come! 
370681,-1,wtf i missed the damn song 
675353,-1,@BrainyAndy haha!!  my imac webcam is messed up!  i need to buy one and attach it or something? btw my officelive still isnt working 
951086,1,"@christyku More of an insomniac tonight since I had a long nap earlier today, so wide awake now. "
780422,-1,3am and still not asleep 
1307372,1,@jackozord damm man that looks really nice 
736712,-1,"watching TV its so boring today, well what do you expect its sunday today. Got nothing to do  BORING!"
502363,-1,@youngsinick But I don't wanna be fat. 
469718,-1,Now that's realTV! Poor human gender!  http://bit.ly/kYWzS
52640,-1,bored so bored nobody 2 talk 2 
108486,-1,I'm scared to watch a scary movie by myself  Someone callll 
1368615,1,chillen like a villan right now bout to see tonight if I'm going to vegas or not nice 
260916,-1,Ok so my phone was stolen last night 
675964,-1,"@DanHorn Oh, I've never played. @fhgrl33 has just bailed on our friendship because I'm not cool enough "
1134467,1,"At my mothers (:Watching I Dream of Genie, it's alright :Lgoing home soon  Should still be sleeping haha This laptops crap, I want mine "
1588281,1,"I swear to god... books are the complete reason that I stay up so late during the summer, besides my awesome friends who have no bedtime. "
1470947,1,My target is to reach one million followers 
636614,-1,my internet is crawling to a slow stumbling death 
348779,-1,Waa! Lightning &amp; Thunder! 
1591897,1,@Joeymom OK-dokey. I'll try and get an address but obviously she's on and off PC these days 
626700,-1,Deja leaves tomorrow  What a sad day tomorrow  will be.
243722,-1,I think I'm done Wahlpapering CCP cuz my @DonnieWahlberg lovin' robotic arm is so sore now 
1231697,1,"Round 2 of editing is done! On to Round 3: adding extra stuff. Fortunately, I have successfully extended my deadline by one day. "
1348739,1,@xlive2 It's fun. Do #bigfanfriday as well as #followfriday. 
1256704,1,@shhake that's a great idea! Have fun 
193205,-1,@macajc88 no more exams for me!!! yesterdays was nasty 
821350,1,"so excited to be single, and so excited to go outtttt! "
862340,1,yes the sound works!!! 
901597,1,@tommcfly You're getting new fans all the time. I wasn't one until November 
1469011,1,@mango_xx please can i design your twitter? i designed mine &amp; @craziex3  please please please? 
917932,1,Hello twitting world!  We are off to best buddies bbq  but untill then Jay z is on Spotify 
838075,1,@CheRRyhk55dsta thanks a bunch ! 
1032226,1,I'm home tweeps. What's up? 
216003,-1,"@thatsvinny lol, seria bem mais fï¿½cil se voce me dissesse "
1122246,1,@LiannaKnight  We went walking around the Outlets.  Now we're back in OP and letting the kiddos play at the park.  It's so nice out!!!
